gameId,playId,def_a_max,def_s_max,def_dis_max
2022091801,598,2.25,3.47,13.55
2022091801,645,3.01,4.27,18.74
2022091801,666,3.63,2.86,12.07
2022091801,688,4.57,6.54,31.01
2022091801,709,4.37,3.59,18.16
2022091801,811,3.33,3.37,15.35
2022091801,859,4.27,3.73,17.02
2022091801,885,3.29,3.07,10.25
2022091801,906,3.22,2.11,13.540000000000001
2022091801,930,2.77,4.48,17.34
2022091801,1003,3.18,5.34,23.0
2022091801,1024,4.07,3.31,17.4
2022091801,1048,4.14,2.5,12.63
2022091801,1072,2.76,1.91,1.49
2022091801,1112,2.56,2.31,5.25
2022091801,1133,4.37,3.47,14.38
2022091801,1154,4.63,5.02,34.74
2022091801,1183,5.06,2.42,9.42
2022091801,1204,2.79,3.11,16.080000000000002
2022091801,1331,4.19,3.53,19.55
2022091801,1367,1.99,4.02,15.05
2022091801,1391,2.71,1.94,10.42
2022091801,1412,3.19,3.55,17.1
2022091801,1433,5.38,3.87,9.14
2022091801,1488,1.89,2.47,7.85
2022091801,1509,3.62,3.57,17.53
2022091801,1533,3.01,3.37,18.61
2022091801,1568,4.44,2.17,2.71
2022091801,1626,3.38,2.99,38.410000000000004
2022091801,1650,5.56,4.99,28.54
2022091801,1711,3.67,4.39,22.01
2022091801,1732,1.9,2.96,8.76
2022091801,1761,2.47,4.28,15.89
2022091801,1783,2.34,3.25,20.080000000000002
2022091801,1807,3.52,2.98,15.36
2022091801,1838,1.93,2.54,14.07
2022091801,1867,2.71,3.48,17.95
2022091801,1952,1.27,1.17,1.2100000000000002
2022091801,2022,2.83,2.51,8.32
2022091801,2043,3.76,3.02,12.120000000000001
2022091801,2067,4.13,2.82,11.27
2022091801,2090,4.64,3.49,12.65
2022091801,2114,1.8,3.43,10.81
2022091801,2138,3.34,3.87,13.59
2022091801,2162,1.56,1.91,4.69
2022091801,2197,5.34,6.29,26.97
2022091801,2218,3.52,3.94,20.01
2022091801,2240,4.11,4.19,19.15
2022091801,2296,3.49,2.39,14.3
2022091801,2317,3.92,5.27,21.07
2022091801,2344,3.36,3.53,21.19
2022091801,2368,4.52,3.24,19.34
2022091801,2390,2.59,3.04,15.88
2022091801,2412,3.91,3.04,14.66
2022091801,2439,1.77,2.75,11.85
2022091801,2460,2.81,3.92,16.330000000000002
2022091801,2481,2.17,3.03,17.82
2022091801,2521,2.22,2.34,6.65
2022091801,2550,3.85,3.9,13.18
2022091801,2571,2.16,2.39,10.62
2022091801,2593,2.17,2.19,9.91
2022091801,2635,2.8,2.15,6.47
2022091801,2656,2.46,5.13,23.95
2022091801,2716,3.79,2.94,12.6
2022091801,2737,5.34,4.34,25.14
2022091801,2761,3.64,3.51,22.86
2022091801,2894,2.2,3.91,13.540000000000001
2022091801,2916,3.73,3.36,15.94
2022091801,2972,4.29,2.45,11.81
2022091801,3016,1.48,2.64,12.34
2022091801,3037,5.9,7.83,20.54
2022091801,3061,2.85,2.86,14.88
2022091801,3082,1.87,2.0,5.390000000000001
2022091801,3103,3.31,3.35,15.59
2022091801,3127,4.62,2.56,13.21
2022091801,3151,3.92,2.48,9.59
2022091801,3208,1.94,1.83,6.18
2022091801,3271,4.16,3.85,17.85
2022091801,3295,2.05,3.07,13.16
2022091801,3319,3.38,3.97,19.150000000000002
2022091801,3366,4.38,2.46,11.66
2022091801,3395,1.61,2.14,1.8699999999999999
2022091801,3416,3.62,3.39,17.88
2022091801,3439,3.92,2.89,12.870000000000001
2022091801,3462,1.99,2.27,9.52
2022091801,3486,2.93,3.37,21.48
2022091801,3533,2.21,3.16,16.0
2022091801,3557,5.74,4.71,25.15
2022091801,3601,3.76,4.53,20.2
2022091801,3659,4.95,3.36,13.07
2022091801,3710,3.03,4.35,23.87
2022091801,3741,3.51,3.37,11.32
2022091801,3769,4.39,3.5,19.14
2022091801,3799,2.82,2.48,11.32
2022091801,3866,3.13,2.85,14.57
2022091801,3956,2.58,3.55,20.93
2022091801,3994,1.4,2.54,5.64
2022091801,4046,2.86,1.95,4.89
2022091801,4075,1.23,0.99,0.4
2022091801,4104,1.04,1.33,2.54
2022091801,4131,4.15,2.74,16.59
2022091801,4155,2.1,2.11,4.08
2022091801,4177,2.99,2.35,15.27
2022091801,4199,3.59,3.36,20.560000000000002
2022091801,4255,3.0,3.77,15.15
2022091801,4276,3.7,2.9,14.44
2022091801,4307,1.91,1.88,9.63
2022091802,56,4.29,2.94,6.2700000000000005
2022091802,108,0.9,0.66,0.4
2022091802,130,2.4,1.75,8.05
2022091802,174,2.55,5.46,22.63
2022091802,203,5.22,4.29,18.35
2022091802,224,4.73,4.91,22.11
2022091802,269,5.13,5.29,5.7
2022091802,295,4.63,2.91,9.5
2022091802,316,4.81,4.98,31.35
2022091802,345,2.19,2.01,8.9
2022091802,368,3.01,4.0,17.01
2022091802,390,3.32,2.67,10.370000000000001
2022091802,455,3.83,4.92,18.56
2022091802,497,4.24,4.2,20.49
2022091802,518,3.52,5.1,24.7
2022091802,567,4.04,3.91,15.23
2022091802,588,4.53,3.15,9.76
2022091802,618,4.38,4.41,13.05
2022091802,639,2.87,2.65,7.9
2022091802,683,5.4,5.29,22.44
2022091802,704,2.16,1.15,2.5
2022091802,750,2.29,3.1,13.58
2022091802,796,3.95,5.2,22.66
2022091802,817,4.05,5.08,24.32
2022091802,880,3.35,5.62,27.75
2022091802,901,3.25,4.37,22.5
2022091802,927,2.66,3.58,15.950000000000001
2022091802,967,3.15,4.25,21.66
2022091802,1010,3.27,2.01,7.82
2022091802,1034,2.9,3.76,15.61
2022091802,1055,3.04,2.71,11.13
2022091802,1125,3.24,4.61,22.53
2022091802,1147,3.33,4.16,21.11
2022091802,1166,4.5,4.08,13.08
2022091802,1209,4.44,6.39,35.13
2022091802,1233,3.3,3.36,15.68
2022091802,1256,1.94,3.15,15.99
2022091802,1282,3.5,5.72,13.35
2022091802,1303,3.58,3.7,22.09
2022091802,1327,2.6,1.76,9.05
2022091802,1348,5.42,3.77,12.56
2022091802,1369,2.93,3.2,14.25
2022091802,1393,4.66,6.51,14.35
2022091802,1456,4.5,3.57,15.29
2022091802,1480,3.46,3.57,15.2
2022091802,1502,1.68,2.59,12.15
2022091802,1526,4.15,2.19,8.040000000000001
2022091802,1555,4.69,4.72,26.2
2022091802,1605,4.25,5.32,24.44
2022091802,1646,3.57,2.78,14.01
2022091802,1670,3.41,5.36,14.27
2022091802,1691,5.27,3.25,16.28
2022091802,1732,4.43,4.65,23.67
2022091802,1756,2.35,2.4,3.54
2022091802,1830,3.77,4.18,6.14
2022091802,1849,3.34,3.35,6.43
2022091802,1910,2.92,3.0,12.65
2022091802,1932,3.3,3.1,15.71
2022091802,1954,4.25,2.79,11.14
2022091802,2001,9.81,9.02,54.870000000000005
2022091802,2064,3.93,4.24,23.5
2022091802,2085,2.94,4.82,22.12
2022091802,2109,3.88,4.34,14.37
2022091802,2135,3.95,4.38,17.47
2022091802,2159,3.88,4.77,18.580000000000002
2022091802,2215,4.08,3.58,14.64
2022091802,2238,2.92,6.39,15.96
2022091802,2259,3.35,2.34,11.66
2022091802,2306,2.07,2.26,5.51
2022091802,2330,2.97,4.49,13.39
2022091802,2351,3.66,4.03,19.03
2022091802,2377,5.44,7.01,18.4
2022091802,2401,3.12,3.24,12.53
2022091802,2430,3.26,2.4,8.27
2022091802,2451,3.59,4.69,10.870000000000001
2022091802,2473,2.42,2.86,14.35
2022091802,2516,3.3,3.9,4.76
2022091802,2561,4.46,3.5,18.26
2022091802,2585,5.88,4.74,22.64
2022091802,2606,3.61,4.73,24.4
2022091802,2656,3.17,2.49,10.11
2022091802,2710,5.01,4.95,7.87
2022091802,2731,2.62,1.87,8.8
2022091802,2750,3.09,3.0,13.19
2022091802,2772,2.81,1.72,7.4
2022091802,2835,6.45,4.57,20.240000000000002
2022091802,2857,3.46,3.56,15.4
2022091802,2881,4.66,2.8,13.4
2022091802,2922,5.76,5.63,23.28
2022091802,2945,3.72,3.5,16.56
2022091802,2969,2.04,2.41,8.44
2022091802,2995,4.14,4.26,24.32
2022091802,3019,1.73,2.34,5.93
2022091802,3066,3.54,3.44,16.61
2022091802,3090,5.15,2.72,13.39
2022091802,3112,3.21,1.78,7.04
2022091802,3136,2.49,4.03,10.18
2022091802,3194,3.02,4.18,16.73
2022091802,3215,3.27,1.86,7.640000000000001
2022091802,3241,2.88,4.96,24.330000000000002
2022091802,3262,3.77,3.13,19.91
2022091802,3286,2.89,4.26,20.34
2022091802,3310,3.16,2.48,7.65
2022091802,3373,4.6,3.37,7.55
2022091802,3395,3.53,2.59,16.75
2022091802,3419,1.93,3.16,7.4
2022091802,3440,3.03,3.95,11.45
2022091802,3464,1.63,2.32,6.3500000000000005
2022091802,3488,2.05,2.69,8.03
2022091802,3509,1.31,1.79,6.88
2022091802,3533,2.04,1.4,2.77
2022091802,3557,1.28,1.26,2.19
2022091802,3579,3.0,1.99,12.41
2022091802,3603,3.22,1.83,12.68
2022091802,3624,3.21,2.83,11.49
2022091802,3666,1.75,2.31,3.61
2022091802,3747,3.57,4.91,22.94
2022091802,3774,3.94,4.0,11.9
2022091802,3800,4.34,3.81,16.830000000000002
2022091802,3828,5.18,3.83,15.67
2022091802,3869,3.11,1.97,9.63
2022091802,3891,2.13,2.17,10.06
2022091802,3915,1.62,2.39,8.7
2022091802,3940,3.56,4.1,16.84
2022091802,3959,3.69,1.81,5.4
2022091802,3980,2.99,1.26,3.68
2022091803,81,3.0,3.96,17.71
2022091803,102,4.82,3.59,22.64
2022091803,126,4.11,3.7,18.01
2022091803,150,2.97,2.19,10.18
2022091803,240,3.37,3.68,16.28
2022091803,261,2.93,4.7,26.17
2022091803,296,2.93,2.61,8.86
2022091803,320,4.07,3.56,16.68
2022091803,341,2.14,3.4,13.92
2022091803,365,4.32,4.04,19.68
2022091803,450,4.52,4.83,24.69
2022091803,474,2.85,3.93,9.99
2022091803,495,4.16,4.86,20.05
2022091803,526,3.66,2.74,10.22
2022091803,547,2.63,3.3,12.1
2022091803,568,6.38,4.06,17.72
2022091803,592,3.24,3.9,21.1
2022091803,676,5.01,4.0,19.13
2022091803,712,2.89,3.62,14.290000000000001
2022091803,795,3.92,4.09,24.44
2022091803,816,3.8,2.95,15.4
2022091803,857,2.91,2.25,11.69
2022091803,883,2.16,3.67,18.7
2022091803,904,2.52,2.74,15.4
2022091803,948,3.78,2.74,11.99
2022091803,972,2.35,3.46,15.290000000000001
2022091803,993,2.73,3.28,17.47
2022091803,1017,3.07,1.95,10.44
2022091803,1070,2.81,2.74,16.81
2022091803,1099,3.35,3.31,14.61
2022091803,1154,1.82,2.11,9.19
2022091803,1198,3.57,4.99,21.59
2022091803,1222,3.85,3.97,21.19
2022091803,1276,5.9,4.04,21.05
2022091803,1300,3.36,3.14,10.82
2022091803,1324,4.06,4.3,13.83
2022091803,1345,3.19,4.22,19.93
2022091803,1366,2.94,2.38,12.67
2022091803,1388,3.92,3.01,17.27
2022091803,1433,5.12,4.01,21.46
2022091803,1462,3.34,3.27,13.55
2022091803,1527,1.75,3.26,10.1
2022091803,1551,2.5,4.6,5.21
2022091803,1602,2.67,2.75,5.390000000000001
2022091803,1621,2.23,1.4,1.21
2022091803,1645,3.9,3.66,24.18
2022091803,1706,1.3,3.45,12.66
2022091803,1766,3.94,3.94,23.53
2022091803,1787,3.28,5.02,23.58
2022091803,1816,1.74,3.13,16.05
2022091803,1840,3.97,5.08,26.1
2022091803,1861,2.92,4.21,15.23
2022091803,1890,3.34,4.69,18.66
2022091803,1935,3.89,2.8,15.6
2022091803,1997,5.5,3.96,20.740000000000002
2022091803,2021,4.17,4.37,24.080000000000002
2022091803,2042,4.46,3.52,15.97
2022091803,2064,5.0,4.43,26.42
2022091803,2088,3.66,4.21,20.16
2022091803,2129,5.02,4.53,18.47
2022091803,2153,3.15,3.3,17.28
2022091803,2174,4.99,3.04,19.77
2022091803,2198,4.67,3.49,11.59
2022091803,2219,2.43,2.6,12.1
2022091803,2243,1.88,3.23,16.5
2022091803,2300,2.9,3.74,17.23
2022091803,2321,2.53,3.33,10.65
2022091803,2342,3.36,3.17,10.92
2022091803,2395,3.19,2.44,10.09
2022091803,2437,2.36,4.2,13.040000000000001
2022091803,2506,3.79,2.77,9.33
2022091803,2546,3.27,3.38,16.57
2022091803,2568,2.71,4.3,17.18
2022091803,2592,4.31,4.62,28.03
2022091803,2624,4.28,3.32,18.66
2022091803,2654,2.43,3.52,17.71
2022091803,2721,3.09,1.84,10.68
2022091803,2743,4.65,2.57,11.13
2022091803,2804,5.28,2.76,16.79
2022091803,2831,2.0,3.7,12.93
2022091803,2874,3.67,5.18,15.64
2022091803,2898,3.6,2.71,14.02
2022091803,2947,1.43,1.82,7.3500000000000005
2022091803,2993,3.73,1.8,7.38
2022091803,3017,2.88,3.57,14.73
2022091803,3038,4.37,3.16,16.2
2022091803,3060,2.52,2.62,11.41
2022091803,3082,2.7,4.03,18.7
2022091803,3104,3.7,3.29,10.84
2022091803,3125,3.87,5.68,20.52
2022091803,3146,2.06,1.66,3.18
2022091803,3200,2.41,3.34,8.84
2022091803,3221,1.95,2.39,10.55
2022091803,3247,2.27,3.06,9.44
2022091803,3268,3.49,2.89,4.78
2022091803,3346,1.81,2.58,5.21
2022091803,3374,3.1,5.02,14.61
2022091803,3396,5.32,3.97,13.22
2022091803,3424,2.01,3.41,12.620000000000001
2022091803,3473,3.02,2.57,10.68
2022091803,3494,1.85,2.19,6.82
2022091804,56,2.2,3.54,19.6
2022091804,80,4.92,6.12,16.81
2022091804,112,3.24,4.81,26.49
2022091804,140,2.2,3.28,13.77
2022091804,169,3.61,4.11,22.150000000000002
2022091804,197,3.7,3.05,15.76
2022091804,222,3.24,4.08,18.72
2022091804,252,2.42,4.7,18.05
2022091804,280,3.42,3.01,15.34
2022091804,313,4.54,4.07,15.83
2022091804,378,3.52,4.36,17.81
2022091804,399,4.41,5.83,29.91
2022091804,421,3.23,3.57,16.47
2022091804,450,2.38,4.63,23.87
2022091804,475,2.44,3.95,20.77
2022091804,499,3.92,2.86,19.66
2022091804,531,5.26,3.68,12.65
2022091804,552,2.59,3.56,20.41
2022091804,576,4.95,3.39,12.91
2022091804,606,3.79,1.81,9.75
2022091804,627,2.29,2.98,14.64
2022091804,648,3.19,1.99,12.64
2022091804,678,2.89,3.45,13.05
2022091804,699,2.71,3.13,20.54
2022091804,720,4.65,3.17,15.77
2022091804,764,4.71,5.28,23.41
2022091804,785,3.85,3.93,17.7
2022091804,826,4.55,4.8,25.63
2022091804,881,2.74,3.07,10.42
2022091804,902,4.08,3.82,19.11
2022091804,936,3.1,4.17,24.78
2022091804,960,3.79,3.73,14.31
2022091804,985,4.59,2.87,16.4
2022091804,1017,3.33,3.63,18.8
2022091804,1041,2.84,3.58,15.2
2022091804,1097,4.44,2.85,14.51
2022091804,1126,3.17,4.1,18.45
2022091804,1174,4.69,3.11,16.97
2022091804,1221,4.22,2.21,12.67
2022091804,1243,3.94,3.35,14.85
2022091804,1265,3.55,3.55,16.12
2022091804,1293,4.33,2.25,12.81
2022091804,1349,2.12,1.97,13.93
2022091804,1400,2.0,2.81,12.89
2022091804,1424,2.64,3.0,13.77
2022091804,1450,2.27,1.85,11.63
2022091804,1471,2.83,2.96,17.580000000000002
2022091804,1609,2.32,4.11,17.6
2022091804,1630,3.55,6.17,21.61
2022091804,1654,3.59,4.19,26.72
2022091804,1712,2.04,2.05,11.09
2022091804,1741,2.61,2.88,18.46
2022091804,1774,3.19,2.05,12.97
2022091804,1809,3.28,3.42,15.780000000000001
2022091804,1842,3.18,3.21,15.1
2022091804,1868,3.33,3.27,14.4
2022091804,2021,3.16,3.12,13.65
2022091804,2042,3.68,3.94,18.77
2022091804,2066,3.15,3.11,19.36
2022091804,2094,3.26,2.96,12.2
2022091804,2135,3.96,3.08,16.32
2022091804,2192,2.9,3.01,17.36
2022091804,2214,3.3,2.82,12.8
2022091804,2235,5.9,3.07,18.78
2022091804,2276,4.17,5.73,26.56
2022091804,2297,2.15,3.06,15.59
2022091804,2319,2.69,2.08,12.870000000000001
2022091804,2371,3.1,5.09,24.65
2022091804,2392,3.69,2.9,11.75
2022091804,2416,5.84,3.81,35.67
2022091804,2492,3.11,2.11,10.81
2022091804,2518,1.99,2.97,17.7
2022091804,2547,0.99,0.72,0.49000000000000005
2022091804,2572,3.35,2.52,12.69
2022091804,2594,3.86,3.41,15.78
2022091804,2656,3.12,3.11,14.8
2022091804,2685,4.51,3.47,20.82
2022091804,2714,2.68,2.1,11.55
2022091804,2742,3.27,1.48,10.25
2022091804,2767,3.11,2.4,13.71
2022091804,2826,3.03,5.03,18.46
2022091804,2847,3.92,2.64,12.26
2022091804,2868,2.71,3.36,18.54
2022091804,2905,3.4,3.78,17.23
2022091804,2926,4.43,3.47,11.39
2022091804,2966,4.44,2.4,12.32
2022091804,3018,5.48,3.97,23.05
2022091804,3056,4.18,3.84,15.87
2022091804,3075,3.05,4.27,20.85
2022091804,3126,3.71,3.24,17.740000000000002
2022091804,3147,3.46,2.07,7.97
2022091804,3180,3.94,3.28,9.19
2022091804,3201,4.03,2.8,14.81
2022091804,3229,2.97,4.3,22.41
2022091804,3251,4.3,2.91,17.12
2022091804,3273,3.83,3.82,21.12
2022091804,3308,3.83,3.76,15.98
2022091804,3355,4.27,3.1,9.83
2022091804,3388,3.46,1.95,12.67
2022091804,3409,2.82,4.1,24.2
2022091804,3476,2.61,3.11,15.51
2022091804,3495,2.18,3.87,18.91
2022091804,3526,3.62,3.61,17.67
2022091804,3559,3.59,2.75,16.35
2022091804,3581,2.93,1.94,9.89
2022091804,3649,3.12,2.88,15.23
2022091804,3668,1.81,3.37,4.17
2022091804,3692,1.61,1.89,6.53
2022091804,3718,3.08,3.34,17.1
2022091804,3742,1.34,1.91,4.44
2022091804,3804,2.66,2.51,13.190000000000001
2022091804,3826,4.06,2.16,9.56
2022091804,3887,3.41,2.31,12.07
2022091804,3938,3.86,2.11,12.98
2022091804,3971,4.54,3.29,17.19
2022091804,3993,4.65,3.69,22.32
2022091804,4065,4.7,3.89,10.17
2022091804,4086,3.43,6.08,27.12
2022091804,4114,4.26,4.14,19.14
2022091804,4190,3.38,1.8,10.76
2022091804,4245,2.48,3.1,11.92
2022091804,4266,6.25,3.93,15.05
2022091804,4294,2.86,2.29,5.63
2022091804,4345,2.14,3.37,16.490000000000002
2022091804,4367,3.25,1.7,11.04
2022091804,4386,1.52,1.68,3.2
2022091804,4410,1.71,1.84,5.19
2022091804,4447,3.21,1.63,1.98
2022091805,79,4.64,4.93,17.96
2022091805,100,2.16,1.75,8.69
2022091805,124,3.91,6.29,14.52
2022091805,182,1.47,1.13,0.68
2022091805,203,3.96,3.69,20.04
2022091805,235,1.91,1.42,4.76
2022091805,257,4.15,4.57,17.29
2022091805,327,3.73,6.52,30.66
2022091805,367,4.95,3.0,17.28
2022091805,391,2.51,2.52,13.82
2022091805,415,5.25,3.48,20.98
2022091805,439,4.26,3.35,16.77
2022091805,465,2.32,2.77,12.040000000000001
2022091805,486,2.28,2.18,21.7
2022091805,510,2.98,3.37,22.8
2022091805,534,2.97,1.92,14.43
2022091805,556,3.9,2.02,9.84
2022091805,580,3.05,2.03,7.71
2022091805,616,4.77,5.79,21.830000000000002
2022091805,637,2.55,1.58,7.5200000000000005
2022091805,697,3.24,3.71,19.25
2022091805,718,4.03,4.13,28.23
2022091805,739,2.52,3.9,17.76
2022091805,773,4.83,3.39,12.59
2022091805,797,1.84,1.7,2.97
2022091805,823,6.22,3.65,8.370000000000001
2022091805,880,4.12,5.88,12.040000000000001
2022091805,902,7.02,4.82,14.35
2022091805,926,1.33,1.52,1.69
2022091805,954,3.59,4.59,33.22
2022091805,975,3.75,2.15,8.67
2022091805,1001,3.1,3.1,17.36
2022091805,1057,2.85,2.45,12.06
2022091805,1078,2.71,1.47,8.3
2022091805,1102,5.62,4.33,36.78
2022091805,1158,3.03,2.29,14.6
2022091805,1182,4.15,2.01,15.75
2022091805,1221,2.61,2.6,14.28
2022091805,1243,4.32,2.77,14.290000000000001
2022091805,1272,2.77,3.19,18.26
2022091805,1296,4.42,4.87,20.26
2022091805,1317,4.24,4.54,19.49
2022091805,1338,2.77,3.75,19.4
2022091805,1402,4.18,2.58,10.97
2022091805,1423,1.74,1.46,3.5
2022091805,1445,4.22,4.39,23.2
2022091805,1518,3.46,3.2,21.54
2022091805,1542,3.46,3.32,14.620000000000001
2022091805,1563,1.8,1.71,6.41
2022091805,1584,4.61,6.2,27.59
2022091805,1605,3.38,4.64,25.580000000000002
2022091805,1629,3.8,5.22,25.63
2022091805,1657,4.24,4.89,36.3
2022091805,1676,2.27,3.66,13.52
2022091805,1709,4.18,3.8,19.85
2022091805,1765,3.08,1.83,11.75
2022091805,1789,0.94,2.74,0.54
2022091805,1811,1.52,1.51,3.56
2022091805,1869,2.69,2.23,14.68
2022091805,1890,4.2,3.23,14.86
2022091805,1909,3.92,2.42,17.52
2022091805,1949,3.42,5.28,20.14
2022091805,1973,1.44,2.04,6.640000000000001
2022091805,2010,2.44,3.45,6.1
2022091805,2066,2.64,2.44,8.790000000000001
2022091805,2088,4.29,3.07,19.09
2022091805,2109,3.04,1.65,13.360000000000001
2022091805,2133,2.8,2.98,8.84
2022091805,2159,3.24,2.12,14.35
2022091805,2183,1.61,1.1,1.85
2022091805,2207,4.07,2.37,12.59
2022091805,2229,4.01,2.17,8.1
2022091805,2292,3.81,5.87,27.06
2022091805,2318,3.34,3.01,17.27
2022091805,2339,3.06,3.13,7.300000000000001
2022091805,2390,3.59,5.12,30.36
2022091805,2433,2.56,2.29,8.92
2022091805,2457,2.26,1.7,7.41
2022091805,2481,2.99,1.99,12.13
2022091805,2507,1.93,1.97,8.51
2022091805,2552,3.48,2.83,17.9
2022091805,2592,2.84,2.08,6.5
2022091805,2613,4.02,3.24,13.57
2022091805,2634,3.51,4.42,24.09
2022091805,2675,2.91,2.29,5.91
2022091805,2696,3.2,3.9,10.25
2022091805,2717,3.85,5.93,31.48
2022091805,2761,2.96,4.36,21.69
2022091805,2783,3.31,2.89,10.34
2022091805,2855,4.61,2.95,17.79
2022091805,2876,4.51,3.47,20.12
2022091805,2954,3.79,1.89,10.75
2022091805,2976,2.58,3.96,13.23
2022091805,2998,2.62,3.32,16.0
2022091805,3022,1.67,1.27,3.3200000000000003
2022091805,3046,1.8,1.82,1.07
2022091805,3127,1.61,2.9,7.91
2022091805,3181,4.39,2.89,7.03
2022091805,3235,3.33,4.98,33.77
2022091805,3313,4.41,3.12,8.93
2022091805,3334,3.18,2.26,11.57
2022091805,3355,3.65,2.05,9.3
2022091805,3379,4.3,1.85,9.17
2022091805,3400,2.33,1.97,12.65
2022091805,3424,3.8,2.04,16.57
2022091805,3445,2.41,2.29,4.73
2022091805,3466,3.01,1.96,8.48
2022091805,3487,2.3,3.19,5.79
2022091805,3540,3.62,2.65,14.81
2022091805,3598,4.08,5.26,23.05
2022091805,3655,1.92,1.95,4.7700000000000005
2022091805,3677,5.22,3.3,17.03
2022091805,3706,2.9,1.68,13.05
2022091805,3752,3.83,2.45,12.45
2022091805,3803,2.87,1.47,4.55
2022091805,3824,3.81,4.22,14.48
2022091805,3852,5.42,4.62,26.11
2022091805,3880,3.42,1.59,9.82
2022091805,3901,4.05,2.06,4.03
2022091805,3929,4.0,1.97,5.92
2022091806,57,2.98,2.68,12.08
2022091806,78,3.79,3.17,21.16
2022091806,102,2.43,2.77,18.61
2022091806,182,3.58,4.0,13.2
2022091806,208,2.98,1.91,7.87
2022091806,229,2.52,3.29,17.29
2022091806,253,5.81,3.87,9.67
2022091806,274,2.66,4.04,15.91
2022091806,298,2.77,4.32,23.93
2022091806,322,3.4,4.72,21.32
2022091806,346,3.46,3.85,20.62
2022091806,367,2.75,2.89,10.67
2022091806,388,3.69,3.14,20.1
2022091806,409,5.5,3.64,23.98
2022091806,454,5.68,3.06,8.72
2022091806,512,2.17,4.23,21.27
2022091806,533,3.9,3.41,15.48
2022091806,554,3.14,3.65,18.78
2022091806,640,4.16,3.01,28.05
2022091806,664,5.62,3.98,5.73
2022091806,685,2.31,1.96,14.74
2022091806,706,3.28,3.29,17.490000000000002
2022091806,730,1.75,1.72,7.300000000000001
2022091806,758,2.25,2.38,13.33
2022091806,784,4.02,4.13,13.8
2022091806,811,3.57,2.96,6.67
2022091806,832,3.23,3.32,17.81
2022091806,863,2.43,2.95,10.51
2022091806,889,2.94,1.8,13.56
2022091806,929,2.82,1.86,9.52
2022091806,950,2.24,2.4,11.39
2022091806,971,4.03,2.22,11.42
2022091806,1004,1.92,1.14,2.92
2022091806,1033,3.61,3.55,16.4
2022091806,1052,3.08,2.97,15.1
2022091806,1074,2.84,2.76,17.05
2022091806,1119,6.27,6.47,25.43
2022091806,1140,1.68,2.13,3.18
2022091806,1189,3.2,3.09,19.19
2022091806,1211,2.67,2.5,14.88
2022091806,1235,4.34,2.98,11.58
2022091806,1303,2.94,3.55,19.89
2022091806,1324,5.8,3.17,14.120000000000001
2022091806,1401,2.19,2.26,15.16
2022091806,1442,4.55,3.16,18.03
2022091806,1470,3.96,2.76,14.6
2022091806,1491,3.58,2.98,15.03
2022091806,1515,3.02,5.21,19.97
2022091806,1559,2.59,4.31,15.95
2022091806,1593,4.01,5.17,21.55
2022091806,1645,3.39,4.01,10.64
2022091806,1667,4.9,5.79,30.11
2022091806,1691,4.75,3.27,13.63
2022091806,1719,5.78,3.68,19.64
2022091806,1747,4.87,3.15,18.76
2022091806,1771,3.13,1.61,5.62
2022091806,1793,3.77,3.63,16.66
2022091806,1817,2.68,2.76,8.540000000000001
2022091806,1873,2.98,3.76,17.71
2022091806,1897,2.49,1.88,9.540000000000001
2022091806,1924,3.55,2.09,12.21
2022091806,1943,2.13,3.59,13.39
2022091806,2013,3.96,4.1,15.26
2022091806,2034,3.66,3.63,10.45
2022091806,2058,3.75,4.91,20.22
2022091806,2079,5.47,2.72,13.110000000000001
2022091806,2103,4.23,4.46,26.16
2022091806,2124,3.68,3.5,16.01
2022091806,2146,1.98,2.25,16.93
2022091806,2167,3.41,5.66,19.27
2022091806,2211,3.27,3.98,12.26
2022091806,2299,2.39,1.77,7.930000000000001
2022091806,2323,3.42,3.05,19.15
2022091806,2368,1.99,1.97,9.45
2022091806,2390,3.68,2.0,9.37
2022091806,2414,3.25,3.83,20.67
2022091806,2486,4.49,3.22,13.77
2022091806,2533,3.26,3.09,16.09
2022091806,2579,4.54,4.27,21.62
2022091806,2645,3.54,4.4,21.88
2022091806,2666,3.27,3.55,9.21
2022091806,2690,4.03,2.32,7.37
2022091806,2743,4.71,6.05,28.4
2022091806,2767,2.12,2.06,3.96
2022091806,2789,3.28,4.2,11.200000000000001
2022091806,2810,2.79,1.5,2.84
2022091806,2831,4.85,3.0,12.790000000000001
2022091806,2855,2.44,2.75,6.01
2022091806,2884,1.49,1.75,5.99
2022091806,2905,3.59,3.1,15.26
2022091806,2945,2.21,3.06,9.09
2022091806,3006,3.22,4.56,15.75
2022091806,3030,2.99,3.27,17.5
2022091806,3086,4.06,3.66,20.37
2022091806,3107,3.55,3.35,15.36
2022091806,3131,3.82,5.91,23.27
2022091806,3155,1.54,2.35,8.36
2022091806,3181,5.67,3.58,16.25
2022091806,3222,4.19,5.52,18.8
2022091806,3243,1.73,2.22,11.870000000000001
2022091806,3265,4.25,3.48,17.36
2022091806,3314,4.89,2.99,21.37
2022091806,3338,3.3,2.82,13.86
2022091806,3359,3.5,5.18,20.47
2022091806,3398,4.52,4.11,24.8
2022091806,3419,4.78,3.49,18.87
2022091806,3443,2.09,2.1,10.14
2022091806,3490,3.41,3.24,9.49
2022091806,3511,3.58,3.28,10.19
2022091806,3543,2.64,2.37,9.51
2022091806,3567,3.0,4.0,16.27
